Actual,Predicted,Error
0.65,0.6852619500404622,-0.035261950040462176
0.2375,0.24830825318549096,-0.010808253185490974
0.6625,0.6852619500404622,-0.02276195004046222
0.1,0.058339389965014775,0.04166061003498523
0.9,0.8734519203398905,0.026548079660109525
0.25,0.24960199349170767,0.0003980065082923312
0.3125,0.3713963761570458,-0.05889637615704579
0.0625,0.05736908473535223,0.005130915264647769
0.6125,0.6209686904039744,-0.008468690403974355
0.0875,0.12230921452494853,-0.034809214524948534
0.3875,0.4355279182552566,-0.048027918255256596
0.9875,0.935157699363945,0.05234230063605505
0.525,0.5592629113799197,-0.03426291137991966
0.05,0.06141202319227948,-0.011412023192279477
0.525,0.5586160412268115,-0.0336160412268115
0.725,0.7489083395238418,-0.02390833952384186
0.0625,0.05720736719707514,0.005292632802924857
0.475,0.4371450936380275,0.037854906361972473
0.5625,0.5605566516861364,0.0019433483138635577
0.7875,0.8080266379354628,-0.020526637935462833
0.7875,0.7489083395238418,0.03859166047615814
0.35,0.3103374672860996,0.039662532713900356
0.725,0.7489083395238418,-0.02390833952384186
0.3125,0.307426551597112,0.005073448402887981
0.5375,0.4977188498941424,0.03978115010585759
0.5,0.561526956915799,-0.061526956915799014
0.2375,0.1828829707810634,0.0546170292189366
0.525,0.5599097815330281,-0.03490978153302804
0.275,0.2494402759534306,0.02555972404656942
0.275,0.24620592518788878,0.028794074812111242
0.8375,0.8721581800336737,-0.03465818003367371
0.1875,0.18450014616383428,0.0029998538361657168
0.0625,0.12230921452494853,-0.05980921452494853
0.2375,0.18611732154660518,0.05138267845339481
0.0,0.057692519811906415,-0.057692519811906415
0.9,0.8716730274188424,0.028326972581157572
0.7,0.6834830571194144,0.016516942880585583
0.3875,0.3709112235422145,0.016588776457785503
0.325,0.3717198112336,-0.04671981123359997
0.15,0.12376467236944234,0.02623532763055765
0.7,0.7451888361434689,-0.04518883614346891
0.1875,0.2494402759534306,-0.0619402759534306
0.6875,0.7490700570621189,-0.06157005706211893
0.775,0.8091586607034025,-0.034158660703402455
0.85,0.8086735080885712,0.041326491911428787
0.475,0.4371450936380275,0.037854906361972473
0.05,0.05736908473535223,-0.0073690847353522285
0.975,0.9361280045936076,0.03887199540639241
0.0625,0.1226326496015027,-0.060132649601502705
0.225,0.24749966549410551,-0.02249966549410551
0.7125,0.7479380342941793,-0.035438034294179244
0.4,0.4371450936380275,-0.03714509363802748
0.7875,0.7448654010669147,0.0426345989330853
0.175,0.18644075662315937,-0.011440756623159382
0.225,0.24475046734339498,-0.019750467343394973
0.1,0.12311780221633398,-0.02311780221633397
0.8875,0.8707027221891799,0.016797277810820077
0.2125,0.24652936026444297,-0.034029360264442976
0.0375,0.0594714127329544,-0.0219714127329544
0.425,0.4337490253342086,-0.008749025334208627
0.875,0.8073797677823544,0.06762023221764557
0.225,0.2494402759534306,-0.024440275953430596
0.1,0.061088588115725304,0.0389114118842747
0.625,0.6831596220428602,-0.05815962204286018
0.9125,0.8729667677250592,0.039533232274940766
0.95,0.9328936538280657,0.017106346171934295
0.0125,0.060926870577448215,-0.04842687057744821
0.5625,0.4967485446644799,0.06575145533552013
0.4,0.4339107428724857,-0.03391074287248569
0.2875,0.3106609023626538,-0.023160902362653835
0.375,0.37366042169292507,0.001339578307074929
0.1125,0.05720736719707514,0.05529263280292486
0.4,0.4335873077959315,-0.0335873077959315
0.8125,0.8112609887010047,0.001239011298995285
0.475,0.4957782394348173,-0.020778239434817325
0.925,0.8700558520360715,0.05494414796392855
0.525,0.5613652393775219,-0.036365239377521896
0.4625,0.49723369727931116,-0.03473369727931114
0.725,0.6854236675787393,0.039576332421260685
0.4,0.37398385676947926,0.02601614323052076
0.875,0.8094820957799567,0.06551790422004333
0.6,0.5616886744540761,0.03831132554592387
0.5125,0.5616886744540761,-0.04918867445407615
0.775,0.7458357062965772,0.029164293703422772
0.525,0.4980422849706966,0.026957715029303442
0.25,0.24572077257305752,0.004279227426942478
0.075,0.05720736719707514,0.017792632802924854
0.6125,0.5621738270689074,0.05032617293109265
0.2625,0.3077499866736662,-0.0452499866736662
0.375,0.3113077725157622,0.0636922274842378
0.1875,0.18482358124038847,0.0026764187596115263
0.125,0.061573740730556575,0.06342625926944342
0.425,0.4366599410231962,-0.01165994102319623
0.9,0.9345108292108366,-0.03451082921083659
0.825,0.8120695763923902,0.012930423607609765
0.8125,0.7468060115262396,0.0656939884737604
0.2875,0.3095288795947142,-0.022028879594714224
0.525,0.4967485446644799,0.028251455335520148
0.9125,0.9370983098232701,-0.02459830982327016
0.7625,0.7489083395238418,0.013591660476158118
0.8125,0.8096438133182338,0.0028561866817662374
0.15,0.18676419169971356,-0.036764191699713566
0.35,0.3106609023626538,0.039339097637346165
0.35,0.3111460549774851,0.03885394502251488
0.0125,0.05801595488846059,-0.045515954888460594
0.2625,0.3080734217502204,-0.04557342175022039
0.2,0.18627903908488228,0.013720960915117736
0.25,0.3075882691353891,-0.057588269135389114
0.275,0.3079117042119433,-0.03291170421194328
0.8125,0.874260508031276,-0.061760508031275974
0.7875,0.749231774600396,0.03826822539960395
0.375,0.4356896357935337,-0.0606896357935337
0.125,0.18304468831934048,-0.05804468831934048
0.3125,0.3733369866163709,-0.06083698661637088
0.575,0.6235561710164077,-0.048556171016407745
0.625,0.5587777587650886,0.06622224123491138
0.3125,0.3705877884656604,-0.05808778846566037
0.875,0.8089969431651254,0.06600305683487462
0.3375,0.3079117042119433,0.029588295788056718
0.2125,0.24604420764961168,-0.03354420764961169
0.3625,0.3101757497478225,0.05232425025217746
0.0625,0.061088588115725304,0.0014114118842746964
0.775,0.7497169272152273,0.02528307278477271
0.7125,0.7479380342941793,-0.035438034294179244
0.1375,0.18644075662315937,-0.04894075662315936
0.15,0.12408810744599652,0.025911892554003474
0.425,0.4342341779490399,-0.009234177949039912
0.7375,0.6857471026552935,0.05175289734470656
0.4875,0.4949696517434319,-0.007469651743431893
0.525,0.49885087266208206,0.026149127337917966
0.9125,0.8737753554164447,0.03872464458355529
0.7625,0.8093203782416796,-0.04682037824167962
0.375,0.3713963761570458,0.0036036238429542067
0.25,0.2491168408768764,0.0008831591231235891
0.575,0.557807453535426,0.01719254646457391
0.5875,0.561526956915799,0.02597304308420101
0.9,0.8703792871126257,0.029620712887374334
0.65,0.6242030411695161,0.02579695883048394
0.025,0.06011828288606276,-0.03511828288606276
0.375,0.3701026358508291,0.004897364149170913
0.8875,0.9370983098232701,-0.04959830982327018
0.7,0.745350553681746,-0.04535055368174601
0.9,0.8698941344977944,0.03010586550220562
0.5,0.4996594603534675,0.0003405396465325228
0.0875,0.06044171796261694,0.02705828203738305
0.35,0.3104991848243767,0.03950081517562326
0.9,0.9348342642873908,-0.03483426428739078
0.9,0.8707027221891799,0.029297277810820144
0.4375,0.3725283989249854,0.0649716010750146
0.4125,0.3720432463101542,0.040456753689845804
0.275,0.24717623041755132,0.0278237695824487
0.75,0.745350553681746,0.004649446318254036
0.9125,0.933540523981174,-0.021040523981174064
0.8125,0.8745839431078302,-0.062083943107830164
0.4125,0.3728518340015396,0.03964816599846038
0.1125,0.11972173391251509,-0.007221733912515085
0.6,0.6201601027125889,-0.020160102712588945
0.3,0.3104991848243767,-0.010499184824376728
0.4375,0.4977188498941424,-0.06021884989414239
0.8125,0.8110992711627276,0.0014007288372723803
0.7625,0.8098055308565109,-0.0473055308565109
0.225,0.24701451287927423,-0.022014512879274223
0.7125,0.7493934921386731,-0.0368934921386731
0.6625,0.6245264762460703,0.037973523753929705
0.25,0.3101757497478225,-0.06017574974782253
0.575,0.6235561710164077,-0.048556171016407745
0.925,0.933378806442897,-0.008378806442896902
0.7875,0.8112609887010047,-0.023760988701004737
0.1875,0.18352984093417174,0.00397015906582826
0.6,0.5594246289181968,0.0405753710818032
0.7125,0.7476145992176251,-0.03511459921762505
0.2875,0.24879340580032222,0.03870659419967776
0.325,0.3712346586187687,-0.04623465861876869
0.875,0.8122312939306673,0.06276870606933271
0.8125,0.8094820957799567,0.0030179042200433326
0.35,0.3731752690780938,-0.023175269078093808
0.4125,0.4348810481021482,-0.02238104810214825
0.8125,0.8075414853206315,0.004958514679368475
0.1375,0.12327951975461107,0.014220480245388939
0.7,0.747452881679348,-0.047452881679348025
0.625,0.5602332166095823,0.06476678339041775
0.725,0.6823510343514747,0.04264896564852527
0.0125,0.05930969519467731,-0.046809695194677314
0.625,0.6206452553274202,0.004354744672579791
0.825,0.8747456606461073,-0.049745660646107304
0.6875,0.6235561710164077,0.0639438289835923
0.65,0.6831596220428602,-0.03315962204286016
0.9375,0.8698941344977944,0.0676058655022056
0.0625,0.12311780221633398,-0.06061780221633398
0.5875,0.5591011938416426,0.028398806158357437
0.675,0.6829979045045831,-0.007997904504583042
0.8375,0.8107758360861734,0.026724163913826593
0.5875,0.6204835377891431,-0.03298353778914309
0.2625,0.31001403220954543,-0.04751403220954542
0.2375,0.1827212532427863,0.0547787467572137
0.7625,0.7480997518324564,0.014400248167543594
0.6,0.5584543236885344,0.04154567631146555
0.025,0.06044171796261694,-0.03544171796261694
0.425,0.4337490253342086,-0.008749025334208627
0.0875,0.12004516898906926,-0.03254516898906927
0.15,0.12053032160390054,0.029469678396099458
0.15,0.18223610062795503,-0.03223610062795504
0.4375,0.49545480435826317,-0.05795480435826317
0.5125,0.5581308886119802,-0.04563088861198028
0.55,0.561526956915799,-0.01152695691579897
0.525,0.4980422849706966,0.026957715029303442
0.55,0.557645735997149,-0.007645735997148906
0.7,0.6838064921959686,0.016193507804031393
0.7625,0.7497169272152273,0.012783072784772642
0.3875,0.4364982234849192,-0.04899822348491917
0.6625,0.620321820250866,0.04217817974913396
0.1125,0.06189717580711075,0.05060282419288925
0.075,0.06141202319227948,0.013587976807720517
0.1125,0.05995656534778567,0.05254343465221433
0.3875,0.4339107428724857,-0.0464107428724857
0.2375,0.18466186370211138,0.05283813629788861
0.6625,0.6227475833250222,0.03975241667497775
0.5875,0.5600714990713052,0.027428500928694866
0.7875,0.8102906834713421,-0.022790683471342166
0.9,0.9353194169022221,-0.03531941690222207
0.425,0.3741455743077563,0.05085442569224369
0.6875,0.684938514963908,0.0025614850360919927
0.7,0.6868791254232332,0.013120874576766806
0.1875,0.12101547421873181,0.06648452578126819
0.5,0.434395895487317,0.065604104512683
0.3875,0.4371450936380275,-0.04964509363802749
0.9,0.8716730274188424,0.028326972581157572
0.25,0.3106609023626538,-0.06066090236265381
0.875,0.9361280045936076,-0.061128004593607566
0.725,0.7455122712200231,-0.02051227122002308
0.725,0.7497169272152273,-0.024716927215227336
0.775,0.8085117905502941,-0.033511790550294074
0.85,0.8088352256268483,0.04116477437315169
0.225,0.18385327601072593,0.041146723989274075
0.75,0.8110992711627276,-0.06109927116272762
0.075,0.06044171796261694,0.014558282037383054
0.7375,0.6836447746576915,0.05385522534230858
0.75,0.8115844237775589,-0.061584423777558905
0.0875,0.12295608467805688,-0.03545608467805689
0.4875,0.4329404376428232,0.054559562357176794
0.2375,0.24539733749650333,-0.007897337496503343
0.675,0.6823510343514747,-0.007351034351474661
0.8375,0.8736136378781676,-0.03611363787816757
0.1875,0.12311780221633398,0.06438219778366602
0.4,0.436174788408365,-0.036174788408364966
0.1625,0.18320640585761758,-0.02070640585761757
0.4,0.3723666813867083,0.027633318613291713
0.6,0.5589394763033657,0.041060523696634266
0.225,0.18255953570450922,0.04244046429549078
0.5625,0.4962633920496486,0.06623660795035141
0.5625,0.5581308886119802,0.004369111388019764
0.475,0.4358513533318108,0.03914864666818918
0.0125,0.06060343550089403,-0.048103435500894035
0.2375,0.24491218488167207,-0.007412184881672085
0.5,0.4991743077386362,0.0008256922613638085
0.4375,0.3746307269225876,0.06286927307741241
0.8625,0.8734519203398905,-0.010951920339890453
0.475,0.4327787201045461,0.04222127989545388
0.8625,0.8745839431078302,-0.01208394310783012
